1	0	16017	0
1	1	662	0
1	2	754	0
1	3	4270	0
1	4	11360	0
1	5	3965	0
1	6	12824	0
1	7	4565	0
1	8	11217	0
1	9	13159	0
1	10	1195	0
1	11	2755	0
1	12	3823	0
1	13	3570	0
1	14	2772	0
1	15	15444	0
1	16	15335	0
2	0	662	0
2	1	754	0
2	2	7619	0
2	3	3138	0
2	4	1393	0
2	5	4306	0
2	6	3570	0
2	7	2772	0
2	8	10428	0
2	9	4270	0
2	10	14649	0
2	11	626	0
2	12	3802	0
2	13	8917	0
2	14	15396	0
2	15	3184	0
2	16	4740	0
2	17	1195	0
2	18	15444	0
2	19	15335	0
3	0	662	0
3	1	754	0
3	2	9331	0
3	3	3570	0
3	4	14607	0
3	5	9918	0
3	6	11428	0
3	7	9991	0
3	8	14649	0
3	9	10905	0
3	10	5775	0
3	11	3570	0
3	12	10286	0
3	13	7599	0
3	14	15444	0
3	15	15335	0
4	0	662	0
4	1	9324	0
4	2	3811	0
4	3	10428	0
4	4	10292	0
4	5	15427	0
4	6	11407	0
4	7	12188	0
4	8	12100	0
4	9	15378	0
5	0	662	0
5	1	754	0
5	2	11426	0
5	3	13874	0
5	4	3658	0
5	5	15369	0
5	6	3746	0
5	7	3813	0
5	8	7906	0
5	9	4565	0
5	10	7436	0
5	11	4023	0
5	12	9951	0
5	13	1195	0
5	14	9113	0
5	15	9049	0
5	16	3965	0
5	17	10428	0
5	18	14946	0
5	19	1434	0
5	20	15316	0.9982
5	20	3138	0.9982
5	21	2501	0
5	22	4200	0
5	23	15701	0
5	24	15395	0
5	25	6455	0
5	26	8344	0
5	27	4538	0
5	28	15335	0
6	0	662	0
6	1	754	0
6	2	12538	0
6	3	3138	0
6	4	10323	0
6	5	3965	0
6	6	4197	0
6	7	15532	0
7	0	662	0
7	1	2499	0
7	2	13938	0
7	3	4565	0
7	4	7436	0
7	5	3570	0
7	6	1199	0
7	7	4197	0
7	8	14748	0
7	9	3138	0
7	10	4075	0
7	11	3965	0
7	12	3317	0
7	13	4198	0
7	14	14055	0
7	15	3138	0
7	16	7735	0
7	17	7563	0
7	18	14649	0
7	19	14356	0
7	20	4203	0
7	21	6455	0
7	22	14445	0
7	23	15335	0
8	0	662	0
8	1	754	0
8	2	14315	0
8	3	15520	0
8	4	715	0
8	5	3965	0
8	6	11360	0
8	7	11217	0
8	8	12544	0
8	9	15683	0
8	10	3138	0
8	11	15879	0
8	12	12544	0
8	13	3825	0
8	14	3163	0
8	15	12545	0
8	16	406	0
8	17	3825	0
8	18	6676	0
8	19	259	0
8	20	1399	0
8	21	8040	0
8	22	3965	0
8	23	1884	0
9	0	662	0
9	1	754	0
9	2	10555	0
9	3	15943	0
9	4	15823	0
9	5	5923	0
9	6	15584	0
9	7	15591	0
9	8	5913	0
9	9	15782	0
9	10	15808	0
9	11	1033	0
9	12	15596	0
9	13	15784	0
10	0	662	0
10	1	754	0
10	2	14378	0
10	3	15590	0
10	4	15742	0
10	5	999	0
10	6	15967	0
10	7	15978	0
