1	0	57	0
1	1	1793	0
1	2	519	0
1	3	1776	0
1	4	746	0
1	5	1860	0
1	6	3412	0
1	7	3390	0
1	8	1177	0
1	9	2871	0
1	10	1627	0
1	11	3311	0
1	12	591	0
1	13	2750	0
1	14	2582	0
1	15	746	0
1	16	2789	0
1	17	2799	0
1	18	3309	0
1	19	632	0
1	20	647	0
1	21	585	0
1	22	467	0
1	23	2871	0
1	24	3202	0
1	25	2334	0
1	26	2099	0
1	27	3390	0
2	0	57	0
2	1	2722	0
2	2	619	0
2	3	1319	0
2	4	674	0
2	5	139	0
2	6	2722	0
2	7	997	0
2	8	1305	0
2	9	1487	0
2	10	714	0
2	11	2050	0
2	12	759	0
2	13	2098	0
2	14	2650	0
2	15	1106	0
2	16	2983	0
2	17	3378	0
3	0	57	0
3	1	2009	0
3	2	746	0
3	3	3118	0
3	4	284	0
3	5	2222	0
3	6	759	0
3	7	2101	0
3	8	746	0
3	9	2634	0
3	10	887	0
3	11	2415	0
3	12	1674	0
3	13	1627	0
3	14	1914	0
3	15	714	0
3	16	1968	0
3	17	1409	0
3	18	1256	0
3	19	2284	0
3	20	1101	0
3	21	714	0
3	22	1803	0
3	23	2210	0
3	24	3378	0
4	0	57	0
4	1	928	0
4	2	746	0
4	3	1737	0
4	4	1443	0
4	5	1053	0
4	6	3368	0
4	7	1702	0
4	8	3202	0
4	9	2210	0
4	10	2222	0
4	11	759	0
4	12	2101	0
4	13	632	0
4	14	657	0
4	15	3073	0
4	16	691	0
4	17	1114	0
4	18	3378	0
5	0	57	0
5	1	91	0
5	2	1220	0
5	3	632	0
5	4	2887	0
5	5	241	0
5	6	1966	0
5	7	2100	0
5	8	3409	0
5	9	3378	0
6	0	970	0
6	1	746	0
6	2	1682	0
6	3	792	0
6	4	2415	0
6	5	412	0
6	6	96	0
6	7	2882	0
6	8	624	0
6	9	1114	0
6	10	3378	0
7	0	57	0
7	1	2101	0
7	2	714	0
7	3	2882	0
7	4	858	0
7	5	2415	0
7	6	95	0
7	7	2883	0
7	8	630	0
7	9	1120	0
7	10	3378	0
8	0	3041	0
8	1	3398	0
8	2	1130	0
8	3	1627	0
8	4	105	0
8	5	624	0
8	6	1114	0
8	7	3378	0
9	0	57	0
9	1	198	0
9	2	2462	0
9	3	3378	0
9	4	674	0
9	5	2165	0
9	6	1610	0
9	7	3024	0
9	8	1667	0
9	9	2688	0
9	10	759	0
9	11	3340	0
9	12	2602	0
9	13	3378	0
9	14	1256	0
9	15	501	0
9	16	2001	0
9	17	1966	0
9	18	2101	0
9	19	3202	0
9	20	1759	0
9	21	506	0
9	22	1057	0
9	23	2750	0
9	24	759	0
9	25	499	0
9	26	1454	0
9	27	2116	0
9	28	2328	0
9	29	1114	0
9	30	3378	0
10	0	57	0
10	1	2101	0
10	2	746	0
10	3	2793	0
10	4	746	0
10	5	2262	0
10	6	1443	0
10	7	2870	0
10	8	714	0
10	9	2063	0
10	10	1256	0
10	11	2240	0
10	12	2227	0
10	13	591	0
10	14	714	0
10	15	1803	0
10	16	2465	0
10	17	2210	0.9957
10	17	1782	0.9957
10	18	3378	0
11	0	57	0
11	1	80	0
11	2	632	0
11	3	2569	0
11	4	1498	0
11	5	2644	0
11	6	1114	0
11	7	1629	0
11	8	2101	0
11	9	746	0
11	10	740	0
11	11	746	0
11	12	2634	0
11	13	789	0
11	14	714	0
11	15	1120	0
11	16	3378	0
12	0	57	0
12	1	221	0
12	2	103	0
12	3	1899	0
12	4	2082	0
12	5	2313	0
12	6	690	0
12	7	746	0
12	8	2568	0
12	9	2415	0
12	10	3357	0
12	11	1782	0
12	12	2512	0
12	13	863	0
12	14	3378	0
12	15	1629	0
12	16	1084	0
12	17	2101	0
12	18	161	0
12	19	3291	0
12	20	3202	0
12	21	2118	0
12	22	1130	0
12	23	632	0
12	24	2794	0
12	25	221	0
12	26	2210	0.9957
12	26	1782	0.9957
12	27	3378	0
13	0	57	0
13	1	1793	0
13	2	519	0
13	3	1776	0
13	4	746	0
13	5	1860	0
13	6	3412	0
13	7	3390	0
13	8	1177	0
13	9	2871	0
13	10	1627	0
13	11	3311	0
13	12	591	0
13	13	2750	0
13	14	2582	0
13	15	746	0
13	16	2789	0
13	17	2799	0
13	18	3309	0
13	19	632	0
13	20	647	0
13	21	585	0
13	22	467	0
13	23	2871	0
