n 200000
m 1689
s 1
t 0
a 2 43 1000
a 2 253 2000
a 2 178 3000
a 2 15 4000
a 2 19 5000
a 2 92 6000
a 2 290 7000
a 2 8 8000
a 2 125 9000
a 2 180 10000
a 2 184 11000
a 2 267 12000
a 2 297 13000
a 2 222 14000
a 2 49 15000
a 2 183 16000
a 2 183 17000
a 2 145 18000
a 2 19 19000
a 2 279 20000
a 2 75 21000
a 2 147 22000
a 2 243 23000
a 2 296 24000
a 2 297 25000
a 2 252 26000
a 2 297 27000
a 2 297 28000
a 2 290 29000
a 2 297 30000
a 2 279 31000
a 2 194 32000
a 2 15 33000
a 2 247 34000
a 2 221 35000
a 2 211 36000
a 2 178 37000
a 2 15 38000
a 2 18 39000
a 2 11 40000
a 2 300 41000
a 2 88 42000
a 2 36 43000
a 2 162 44000
a 2 222 45000
a 2 222 46000
a 2 301 47000
a 2 297 48000
a 2 49 49000
a 2 222 50000
a 2 222 51000
a 2 297 52000
a 2 279 53000
a 2 19 54000
a 2 238 55000
a 2 183 56000
a 2 189 57000
a 2 96 58000
a 2 238 59000
a 2 15 60000
a 2 244 61000
a 2 197 62000
a 2 98 63000
a 2 297 64000
a 2 221 65000
a 2 16 66000
a 2 81 67000
a 2 239 68000
a 2 239 69000
a 2 36 70000
a 2 98 71000
a 2 180 72000
a 2 147 73000
a 2 96 74000
a 2 17 75000
a 2 36 76000
a 2 260 77000
a 2 300 78000
a 2 282 79000
a 2 221 80000
a 2 221 81000
a 2 75 82000
a 2 45 83000
a 2 279 84000
a 2 75 85000
a 2 75 86000
a 2 227 87000
a 2 221 88000
a 2 184 89000
a 2 221 90000
a 2 297 91000
a 2 45 92000
a 2 23 93000
a 2 177 94000
a 2 75 95000
a 2 18 96000
a 2 15 97000
a 2 222 98000
a 2 300 99000
a 2 147 100000
a 3 15 2007
a 3 0 2011
a 3 34 3002
a 3 30 3005
a 3 239 3012
a 3 0 3015
a 3 19 4011
a 3 285 5014
a 3 161 6002
a 3 0 8004
a 3 0 9006
a 3 290 10002
a 3 0 12002
a 3 0 13002
a 3 296 14007
a 3 229 14013
a 3 0 14015
a 3 222 15013
a 3 0 16009
a 3 282 18006
a 3 296 19009
a 3 0 19012
a 3 22 20002
a 3 115 20008
a 3 75 20011
a 3 8 21005
a 3 75 21008
a 3 75 22005
a 3 0 22011
a 3 0 23012
a 3 297 25009
a 3 193 25011
a 3 0 26004
a 3 0 27002
a 3 249 28010
a 3 0 30002
a 3 10 32010
a 3 0 33011
a 3 3 34003
a 3 18 34004
a 3 0 35010
a 3 301 36002
a 3 0 36007
a 3 222 37002
a 3 0 37005
a 3 258 38014
a 3 0 39007
a 3 295 40002
a 3 295 40009
a 3 0 41003
a 3 88 42006
a 3 239 42009
a 3 133 43006
a 3 38 44003
a 3 258 45006
a 3 0 47007
a 3 123 48008
a 3 136 50010
a 3 0 51009
a 3 18 53002
a 3 0 53010
a 3 301 54010
a 3 45 54013
a 3 0 54016
a 3 75 55006
a 3 36 56003
a 3 174 59006
a 3 60 59012
a 3 221 61003
a 3 301 61007
a 3 144 63009
a 3 0 64002
a 3 238 65013
a 3 193 66007
a 3 0 66016
a 3 200 67010
a 3 0 68003
a 3 239 69003
a 3 45 69007
a 3 0 70003
a 3 207 71004
a 3 0 71008
a 3 0 72009
a 3 146 75004
a 3 0 75015
a 3 221 76005
a 3 258 77012
a 3 221 78002
a 3 0 78010
a 3 180 80003
a 3 90 81004
a 3 258 81009
a 3 174 82011
a 3 134 84005
a 3 297 85006
a 3 222 85008
a 3 60 86010
a 3 221 88005
a 3 0 88012
a 3 0 89002
a 3 43 90007
a 3 0 90011
a 3 26 91008
a 3 0 91010
a 3 88 93002
a 3 195 93005
a 3 88 93009
a 3 125 93012
a 3 0 93015
a 3 236 94002
a 3 0 94006
a 3 283 96005
a 3 173 96013
a 3 247 97009
a 3 243 98006
a 3 0 99002
a 3 147 100003
a 3 0 100009
a 4 0 31002
a 4 0 34009
a 4 0 46005
a 4 0 55009
a 4 0 57004
a 4 4 0
a 4 4 0
a 5 0 28014
a 5 5 0
a 5 5 0
a 6 3 21007
a 6 3 23011
a 6 6 0
a 6 6 0
a 7 45 32008
a 7 7 0
a 7 7 0
a 8 155 8001
a 8 3 21004
a 8 6 21006
a 8 295 45012
a 8 0 76015
a 8 8 0
a 8 8 0
a 9 45 24007
a 9 3 25008
a 9 9 0
a 9 9 0
a 10 180 20006
a 10 45 32011
a 10 10 0
a 10 10 0
a 11 281 15006
a 11 3 40001
a 11 189 48004
a 11 11 0
a 11 11 0
a 12 0 58011
a 12 231 60012
a 12 12 0
a 12 12 0
a 13 25 58009
a 13 25 60009
a 13 13 0
a 13 13 0
a 14 113 98011
a 14 14 0
a 14 14 0
a 15 173 2008
a 15 173 4001
a 15 192 7002
a 15 216 24009
a 15 123 29002
a 15 251 33001
a 15 102 38001
a 15 214 50008
a 15 4 55008
a 15 132 57002
a 15 274 59014
a 15 297 60001
a 15 126 62012
a 15 251 63005
a 15 102 72002
a 15 214 80006
a 15 274 80008
a 15 214 82003
a 15 274 82005
a 15 251 86002
a 15 276 86007
a 15 251 86012
a 15 148 92002
a 15 102 92006
a 15 166 95006
a 15 126 96007
a 15 251 97001
a 15 15 0
a 15 15 0
a 16 214 66001
a 16 16 0
a 16 16 0
a 17 59 75001
a 17 17 0
a 17 17 0
a 18 270 34005
a 18 191 39001
a 18 179 53003
a 18 264 96001
a 18 18 0
a 18 18 0
a 19 219 4012
a 19 219 5001
a 19 36 19001
a 19 126 54001
a 19 19 0
a 19 19 0
a 20 45 3008
a 20 20 0
a 20 20 0
a 21 3 19008
a 21 21 0
a 21 21 0
a 22 291 19005
a 22 158 20003
a 22 22 0
a 22 22 0
a 23 3 93001
a 23 23 0
a 23 23 0
a 24 3 42005
a 24 24 0
a 24 24 0
a 25 12 58010
a 25 297 60010
a 25 25 0
a 25 25 0
a 26 0 80016
a 26 3 91009
a 26 26 0
a 26 26 0
a 27 3 65012
a 27 27 0
a 27 27 0
a 28 278 18011
a 28 28 0
