n 200000
m 4541
s 1
t 0
a 1 427 458004
a 3 99 1000
a 3 367 2000
a 3 422 3000
a 3 90 4000
a 3 93 5000
a 3 172 6000
a 3 128 7000
a 3 90 8000
a 3 90 9000
a 3 70 10000
a 3 90 11000
a 3 70 12000
a 3 143 13000
a 3 390 15000
a 3 362 16000
a 3 128 17000
a 3 362 18000
a 3 209 19000
a 3 362 20000
a 3 128 21000
a 3 90 22000
a 3 90 23000
a 3 128 24000
a 3 90 25000
a 3 128 26000
a 3 362 27000
a 3 90 28000
a 3 367 29000
a 3 390 30000
a 3 362 32000
a 3 362 34000
a 3 241 35000
a 3 363 36000
a 3 398 38000
a 3 128 40000
a 3 241 41000
a 3 390 42000
a 3 390 44000
a 3 35 45000
a 3 390 46000
a 3 79 47000
a 3 390 48000
a 3 362 54000
a 3 90 55000
a 3 362 56000
a 3 90 57000
a 3 90 58000
a 3 90 59000
a 3 362 60000
a 3 90 61000
a 3 362 62000
a 3 70 63000
a 3 362 64000
a 3 90 65000
a 3 225 66000
a 3 225 67000
a 3 225 68000
a 3 90 69000
a 3 225 70000
a 3 35 71000
a 3 362 72000
a 3 148 73000
a 3 90 74000
a 3 362 75000
a 3 362 76000
a 3 362 77000
a 3 90 78000
a 3 362 79000
a 3 101 96000
a 3 128 98000
a 3 241 100000
a 3 128 101000
a 3 60 102000
a 3 128 104000
a 3 390 106000
a 3 101 107000
a 3 390 109000
a 3 390 110000
a 3 42 112000
a 3 390 114000
a 3 362 115000
a 3 90 116000
a 3 367 117000
a 3 362 118000
a 3 84 120000
a 3 378 121000
a 3 318 122000
a 3 378 123000
a 3 90 124000
a 3 90 125000
a 3 90 126000
a 3 90 127000
a 3 90 128000
a 3 90 129000
a 3 90 130000
a 3 362 131000
a 3 90 132000
a 3 90 133000
a 3 90 134000
a 3 90 135000
a 3 90 136000
a 3 171 137000
a 3 92 140000
a 3 397 141000
a 3 209 143000
a 3 256 144000
a 3 256 145000
a 3 143 148000
a 3 363 149000
a 3 363 150000
a 3 390 151000
a 3 390 160000
a 3 390 161000
a 3 390 167000
a 3 35 169000
a 3 416 171000
a 3 35 184000
a 3 115 195000
a 3 425 196000
a 3 39 199000
a 3 390 203000
a 3 35 205000
a 3 208 207000
a 3 397 208000
a 3 101 210000
a 3 35 211000
a 3 425 213000
a 3 183 216000
a 3 182 217000
a 3 182 218000
a 3 398 219000
a 3 35 220000
a 3 35 221000
a 3 263 222000
a 3 263 223000
a 3 391 224000
a 3 390 226000
a 3 35 227000
a 3 390 229000
a 3 208 232000
a 3 35 233000
a 3 397 234000
a 3 263 235000
a 3 182 236000
a 3 81 237000
a 3 418 238000
a 3 77 239000
a 3 35 241000
a 3 390 242000
a 3 79 244000
a 3 390 247000
a 3 390 248000
a 3 35 250000
a 3 390 251000
a 3 390 252000
a 3 35 253000
a 3 390 254000
a 3 35 256000
a 3 35 259000
a 3 390 261000
a 3 362 263000
a 3 128 264000
a 3 347 265000
a 3 90 267000
a 3 365 268000
a 3 90 269000
a 3 417 271000
a 3 362 272000
a 3 35 274000
a 3 379 276000
a 3 362 278000
a 3 229 279000
a 3 156 281000
a 3 129 284000
a 3 128 286000
a 3 128 287000
a 3 397 292000
a 3 35 295000
a 3 362 296000
a 3 362 297000
a 3 90 298000
a 3 90 300000
a 3 362 301000
a 3 362 303000
a 3 256 304000
a 3 362 305000
a 3 362 306000
a 3 362 307000
a 3 225 308000
a 3 225 309000
a 3 347 310000
a 3 225 314000
a 3 148 315000
a 3 225 316000
a 3 367 318000
a 3 225 319000
a 3 225 320000
a 3 101 321000
a 3 225 322000
a 3 225 324000
a 3 139 326000
a 3 390 337000
a 3 101 338000
a 3 425 339000
a 3 390 341000
a 3 390 342000
a 3 104 345000
a 3 35 346000
a 3 279 347000
a 3 390 348000
a 3 390 350000
a 3 390 352000
a 3 35 353000
a 3 35 355000
a 3 263 356000
a 3 256 357000
a 3 256 358000
a 3 35 359000
a 3 35 360000
a 3 273 361000
a 3 35 362000
a 3 390 364000
a 3 390 365000
a 3 35 366000
a 3 390 367000
a 3 390 369000
a 3 390 371000
a 3 35 372000
a 3 390 373000
a 3 390 374000
a 3 193 375000
a 3 390 377000
a 3 390 380000
a 3 362 382000
a 3 362 383000
a 3 204 384000
a 3 390 385000
a 3 390 388000
a 3 390 389000
a 3 390 390000
a 3 35 391000
a 3 425 395000
a 3 35 398000
a 3 390 399000
a 3 35 403000
a 3 128 405000
a 3 390 408000
a 3 347 409000
a 3 390 411000
a 3 35 413000
a 3 390 414000
a 3 101 416000
a 3 35 417000
a 3 35 420000
a 3 35 421000
a 3 244 422000
a 3 35 423000
a 3 27 424000
a 3 209 425000
a 3 35 426000
a 3 351 427000
a 3 35 428000
a 3 390 430000
a 3 35 431000
a 3 244 433000
a 3 128 436000
a 3 60 437000
a 3 60 438000
a 3 60 440000
a 3 240 441000
a 3 397 442000
a 3 60 443000
a 3 397 444000
a 3 60 445000
a 3 75 446000
a 3 60 447000
a 3 323 448000
a 3 271 449000
a 3 241 450000
a 3 60 451000
a 3 185 452000
a 3 171 453000
a 3 277 454000
a 3 104 455000
a 3 386 456000
a 3 241 457000
a 3 60 458000
a 3 302 459000
a 3 302 460000
a 3 88 461000
a 3 60 463000
a 3 277 464000
a 3 419 465000
a 3 101 466000
a 3 114 467000
a 3 241 468000
a 3 222 469000
a 3 171 470000
a 3 60 471000
a 3 241 472000
a 3 248 474000
a 3 241 475000
a 3 60 476000
a 3 390 477000
a 3 244 478000
a 3 397 479000
a 3 60 480000
a 3 397 481000
a 3 397 482000
a 3 60 483000
a 3 357 484000
a 3 171 485000
a 3 101 486000
a 3 183 487000
a 3 437 489000
a 3 79 493000
a 3 27 494000
a 3 363 496000
a 3 396 499000
a 3 90 501000
a 3 67 503000
a 3 35 504000
a 3 390 509000
a 3 31 514000
a 3 437 516000
a 3 210 518000
a 3 390 524000
a 3 390 525000
a 3 223 527000
a 3 390 529000
a 3 390 531000
a 3 210 532000
a 3 397 533000
a 3 90 534000
a 3 232 536000
a 3 277 538000
a 3 101 540000
a 3 76 546000
a 3 193 547000
a 3 128 548000
a 3 437 549000
a 3 390 550000
a 3 273 551000
a 3 210 552000
a 3 275 554000
a 3 390 555000
a 3 39 556000
a 3 28 557000
a 3 35 558000
a 3 101 559000
a 3 362 560000
a 3 91 561000
a 3 362 562000
a 3 279 563000
a 3 90 564000
a 3 263 565000
a 3 90 566000
a 3 35 568000
a 3 296 569000
a 3 397 570000
a 3 423 571000
a 3 423 572000
a 3 356 573000
a 3 99 575000
a 3 77 576000
a 3 21 577000
a 3 15 578000
a 3 16 579000
a 3 19 580000
a 3 6 581000
a 3 13 582000
a 3 8 583000
a 3 20 584000
a 3 20 585000
a 3 15 586000
a 3 16 587000
a 3 19 588000
a 3 22 589000
a 3 19 590000
a 3 13 591000
a 3 6 592000
a 3 16 593000
a 3 16 594000
a 3 8 595000
a 3 13 596000
a 3 13 597000
a 3 22 598000
a 3 10 599000
a 3 6 600000
a 3 8 601000
a 3 336 602000
a 3 90 603000
a 3 367 604000
a 3 35 606000
a 3 90 607000
a 3 209 608000
a 3 35 609000
a 3 218 610000
a 3 90 612000
a 3 336 614000
a 3 397 615000
a 3 336 617000
a 3 17 618000
a 3 11 619000
a 3 18 620000
a 3 19 621000
a 3 6 622000
a 3 19 623000
a 3 19 624000
a 3 21 625000
a 3 15 626000
a 3 13 627000
a 3 15 628000
a 3 19 629000
a 3 19 630000
a 3 6 631000
a 3 9 632000
a 3 13 633000
a 3 13 634000
a 3 15 635000
a 3 15 636000
a 3 13 637000
a 3 19 638000
a 3 6 639000
a 3 19 640000
a 3 15 641000
a 3 15 642000
a 3 13 643000
a 3 15 644000
a 3 15 646000
a 3 13 647000
a 3 8 649000
a 3 19 650000
a 3 19 652000
a 3 19 653000
a 3 19 655000
a 3 22 656000
a 3 6 657000
a 3 6 658000
a 3 19 659000
a 3 13 660000
a 3 13 661000
a 3 16 662000
a 3 18 663000
a 3 22 664000
a 3 19 665000
a 3 13 666000
a 3 13 668000
a 3 19 669000
a 3 13 670000
a 3 13 672000
a 3 13 673000
a 3 19 674000
a 3 19 676000
a 3 19 677000
a 3 13 682000
a 3 5 683000
a 3 19 685000
a 3 19 688000
a 3 18 693000
a 3 90 694000
a 3 12 695000
a 3 19 697000
